tweet_id,date,text,favorite_count,retweet_count,at_mentions,at_mentions_id,hashtags,user_id,user_name,user_profile,in_reply_to_tweet_id,country,place,lang,coordinates,latitude,longitude,tidy_text,tone
1.24e+18,3/15/2020 18:54,"Lessons I an adult woman learned from #Frozen2 
If Anna had just shut the fuck up she would have gotten that ring💍… https://t.co/NRSof14C4g",1,0,[],[],['Frozen2'],7.03e+17,The_Real_LeahBeah,"If you are offended and or bothered by my tweets…Sorry not Sorry, block me…Oh! and you probably suck as a human being. Periodt 💁🏽‍♀️",,United States,Florida,en,"[-87.634643, 24.396308]",-87.634643,24.396308,lessons i an adult woman learned from frozen if anna had just shut the fuck up she would have gotten that ring,negative
1.24e+18,3/15/2020 18:54,And to think just last week I was worried about rinsing my romaine lettuce #coronavirus #seattlewegotthis,0,0,[],[],"['coronavirus', 'seattlewegotthis']",348308412.0,j h,"Living the dream and always keeping eyes on the prize, proud Dad, passionate urban educator, Principal in 98118, one mind at a time- all tweets are my own",,United States,Seattle,en,"[-122.436232, 47.4953154]",-122.436232,47.4953154,and to think just last week i was worried about rinsing my romaine lettuce coronavirus seattlewegotthis,neutral
1.24e+18,3/15/2020 18:54,"@KevinMKruse I woke up
So hangry that
I thought I’d
Eat the rich

But they think
Covid’s a hoax—
So scared
That I’l… https://t.co/tPbhkQSfho",1,0,['Kevin M. Kruse'],[3060489838],[],71150938.0,DeRicki Johnson,"DeRicki Johnson, reader writer wanderer. Rooting for humanity, tweetering on the precipice.",1.24e+18,United States,Fort Worth,en,"[-97.538285, 32.569477]",-97.538285,32.569477,i woke up so hangry that i thought i d eat the rich but they think covid s a hoax so scared that i l,positive
1.24e+18,3/15/2020 18:54,"Seriously, @FIU students who need internet. We put hot spots into a Tech Fee for you guys to use. Come and get them… https://t.co/81utDcDp3J",0,0,['FIU'],[39583267],[],25763727.0,Christopher Jimenez,"Librarian @fiulibraries, Disney, #HeatTwitter, 🚲, 📷, 🎸 | tweets are mine",,United States,Kendall,en,"[-80.3893437, 25.628844]",-80.3893437,25.628844,seriously students who need internet we put hot spots into a tech fee for you guys to use come and get them,negative
1.24e+18,3/15/2020 18:53,#CDC recommends that gatherings of 50 people or more in the U.S. be canceled/postponed for the next 8 weeks due to… https://t.co/enatsKrsVr,4,3,[],[],['CDC'],171245428.0,Harmony Mendoza,"Meteorologist @WVTM13|#BHM|Wife|Mother|@FSUAlumni & @msstate grad|#EndChildhoodCancer|Links/RT's ≠ endorsements, opinions are mine #TheWeatherlady #WaterIsLife",1.24e+18,United States,Cahaba Heights,en,"[-86.744336, 33.445287]",-86.744336,33.445287,cdc recommends that gatherings of people or more in the u s be canceled postponed for the next weeks due to,neutral
1.24e+18,3/15/2020 18:53,now thanks to the #coronavirus a lot of you filthy fucks are getting a dose of how i regularly navigate public spac… https://t.co/JbdYIP6DwK,1,0,[],[],['coronavirus'],38146024.0,sober since birth,"decolonizer, #sobersincebirth, founder of @vgnhiphopmvmnt ig: @decolonize + @parkourcoachkevin #reparations: https://t.co/kPXPqK5urI",,United States,Berkeley,en,"[-122.324818, 37.8459532]",-122.324818,37.8459532,now thanks to the coronavirus a lot of you filthy fucks are getting a dose of how i regularly navigate public spac,negative
1.24e+18,3/15/2020 18:53,Being #immunocompromised in the face of #COVIDー19 is terrifying.  Here is our blog on how we are trying to manage t… https://t.co/oA5PvbrcT6,1,0,[],[],"['immunocompromised', 'COVIDー19']",162615891.0,Amy Kolquist,"Screenwriter, budding novelist and middle school educator who is lucky enough to spend every day doing what she loves!",,United States,Parker,en,"[-104.813236, 39.478431]",-104.813236,39.478431,being immunocompromised in the face of covid is terrifying here is our blog on how we are trying to manage t,negative
1.24e+18,3/15/2020 18:53,If y’all gonna be hoarding toilet paper. I will no longer be Picking up my dog’s shits #coronapocolypse #coronavirus #coronahype,0,0,[],[],"['coronapocolypse', 'coronavirus', 'coronahype']",42068787.0,suzicalisha,"Sometimes I get bored so I tweet. Also, you suck at driving.",,United States,Austin,en,"[-97.928935, 30.127892]",-97.928935,30.127892,if y all gonna be hoarding toilet paper i will no longer be picking up my dog s shits coronapocolypse coronavirus coronahype,negative
1.24e+18,3/15/2020 18:53,"Shopping for groceries for our family.  I pray we all stay healthy! 😘

#freshfood 
#eggs 
#bread 
#toiletpaper… https://t.co/lKXCBTXXmY",1,0,[],[],"['freshfood', 'eggs', 'bread', 'toiletpaper']",304115036.0,Daisy Greek,"❤️ Wife of @stevengreek1 😍 Mom of 3 🏋🏽‍♂️ Fitness 🥗 Nutrition 🏠DFW Realtor📱Business 🖥 Coaching ⌨️ Life, Marriage, Parenting 🏆https://t.co/VG2Tb2jbx4",,United States,Walmart,en,"[-97.21726857398481, 33.01368630392858]",-97.21726857398481,33.01368630392858,shopping for groceries for our family i pray we all stay healthy freshfood eggs bread toiletpaper,positive
1.24e+18,3/15/2020 18:53,I would still have to go to work. #coronavirus #COVID19 #COVIDー19 https://t.co/70ddUULMpV,0,0,[],[],"['coronavirus', 'COVID19', 'COVIDー19']",8.07e+17,Marcos Mancha,Gym rat dog person  MARINE,,United States,Kirby,en,"[-98.400336, 29.449521]",-98.400336,29.449521,i would still have to go to work coronavirus covid covid,neutral
1.24e+18,3/15/2020 18:53,This is exactly the #coronavirus content we need today https://t.co/CBQ4OrJcZu,1,0,[],[],['coronavirus'],21687231.0,Christy Colburn,"singer | traveler | Associate Director, Harvard University Global Health & Health Policy Undergraduate Program",,United States,Somerville,en,"[-71.134552, 42.3727525]",-71.134552,42.3727525,this is exactly the coronavirus content we need today,positive
1.24e+18,3/15/2020 18:53,"#WrestlingCommunity!
Just wanted to give the masses a simple reminder on how to prevent all germs, not just the… https://t.co/tLHand13UP",3,0,[],[],['WrestlingCommunity'],184510100.0,Get Cho! Wrestling Podcast 🇺🇸🇵🇭,Asian Dudes Talking Wrestling not Karate   Contacts:GetChoPodcast@gmail.com IG & Facebook: @GetChoPodcast https://t.co/5ZsNsDtKfI,,United States,Denver,en,"[-105.109815, 39.614151]",-105.109815,39.614151,wrestlingcommunity just wanted to give the masses a simple reminder on how to prevent all germs not just the,neutral
1.24e+18,3/15/2020 18:53,"Ahead of the #coronavirus Erica is wearing her travel mask

She is not even wearing that mask properly!… https://t.co/Nwd5W8Ftwf",7,0,[],[],['coronavirus'],1.06e+18,SeekingSea,"Life by the sea and the best it has to offer. Travel, environment, healthy living, reality TV and good food, and ⚽️",,United States,Florida,en,"[-87.634643, 24.396308]",-87.634643,24.396308,ahead of the coronavirus erica is wearing her travel mask she is not even wearing that mask properly,neutral
1.24e+18,3/15/2020 18:53,"Gotta love Europe, great mix of cultures #coronavirus https://t.co/niUU4YwZA3",3,1,[],[],['coronavirus'],112794929.0,Mike Ryan,"Sports Marketer, Husband, Dad. Live in Fairfield CT. Golf addict. Opinions are mine and mine alone.",,United States,Fairfield,en,"[-73.338573, 41.117308]",-73.338573,41.117308,gotta love europe great mix of cultures coronavirus,positive
1.24e+18,3/15/2020 18:52,Lessons learned in our early days of our #coronavirus #COVIDー19 world. @CNYCentral https://t.co/E7WbPUyMGz,1,1,['CNYCentral'],[20629645],"['coronavirus', 'COVIDー19']",14806209.0,Matt Mulcahy,"Emmy award winning television news anchor/reporter/producer, blogger of Matt's Memo",,United States,Fayetteville,en,"[-76.037051, 43.0136908]",-76.037051,43.0136908,lessons learned in our early days of our coronavirus covid world,positive
1.24e+18,3/15/2020 18:52,"A break from #coronavirus news.
Your welcome. 
“Russian Boy Paints Stunning Pet Portraits in Exchange for Donations… https://t.co/JfN7iWp8hg",0,0,[],[],['coronavirus'],71230972.0,Jen Newmeyer,Charity Champion. Good News Gal. Traveler. Author. Fundraiser for @UNCTV.,,United States,Durham,en,"[-79.0075886, 35.866334]",-79.0075886,35.866334,a break from coronavirus news your welcome russian boy paints stunning pet portraits in exchange for donations,positive
1.24e+18,3/15/2020 18:52,"Madison County Alabama and Huntsville City Public Schools are all shut down starting tomorrow to April 3rd,multiple… https://t.co/xvzYY54kMK",0,0,[],[],[],1850177839.0,🎀Terri Jones🎀,I am a Inflammatory Breast Cancer Survivor 5Yrs! I moved to Huntsville Al.from 🏈Nebraska🏈🏁Nascar Fan🏁Instagram TLKLNK https://t.co/tFMGCIlWz4,,United States,Huntsville,en,"[-86.7858813, 34.5784264]",-86.7858813,34.5784264,madison county alabama and huntsville city public schools are all shut down starting tomorrow to april rd multiple,negative
1.24e+18,3/15/2020 18:52,"If your kid’s sports are being impacted by #coronavirus, pay close attention to their response. If they seem excite… https://t.co/kcYKwmSiO0",1,0,[],[],['coronavirus'],426854497.0,Paul Roberts,Husband.Father.Salesman.Dallas Cowboys.Batman.Dallas Mavericks. I have a passion for the recognition and diagnosis of the fairly obvious observation.,,United States,Allen,en,"[-96.736596, 33.066464]",-96.736596,33.066464,if your kid s sports are being impacted by coronavirus pay close attention to their response if they seem excite,neutral
1.24e+18,3/15/2020 18:52,@netflix please add some good movies  and tv series. Need something to watch while staying in #CoronavirusOutbreak #coronavirus,0,0,['Netflix US'],[16573941],"['CoronavirusOutbreak', 'coronavirus']",126713793.0,Actitud💋,Spaniard with an attitude * Espanola con una actitud,,United States,Albuquerque,en,"[-106.7916912, 35.0158912]",-106.7916912,35.0158912,please add some good movies and tv series need something to watch while staying in coronavirusoutbreak coronavirus,positive
1.24e+18,3/15/2020 18:52,For real 😂😂 #coronavirus https://t.co/7rIZBRDQmX,0,0,[],[],['coronavirus'],8.19e+17,Gina♌️,Mommy to Madison Elizabeth Campbell// Army National Guard// Life is too short to wait,,United States,Davison,en,"[-83.576507, 42.975833]",-83.576507,42.975833,for real coronavirus,positive
1.24e+18,3/15/2020 18:52,This is getting real but let's also keep this in perspective. Do social distance. Don't panic. #socialdistancing… https://t.co/5WLwnXmfta,0,0,[],[],['socialdistancing'],22983780.0,Beth Bond,I used to have a news site on sustainability and environmental policy. Still passionate about caring for God’s beautiful creation.,,United States,Atlanta,en,"[-84.576827, 33.6475029]",-84.576827,33.6475029,this is getting real but let s also keep this in perspective do social distance don t panic socialdistancing,positive
1.24e+18,3/15/2020 18:52,"#Trump: ""Relax, We're doing Great. This will pass.”
#Fauci: ""The worst is still ahead of us.""
I prefer mixed drinks… https://t.co/olPfvEFw1R",0,0,[],[],"['Trump', 'Fauci']",31858362.0,Antonio Divine,"Student of life & humans. Giver, Intuitive, Adviser, Spiritual, Believer, Lover, Healer, Listener & Hugger. Advocate of those who can't speak for themselves. 🤟",,United States,Miami,en,"[-80.321683, 25.7090404]",-80.321683,25.7090404,trump relax we re doing great this will pass fauci the worst is still ahead of us i prefer mixed drinks,negative
1.24e+18,3/15/2020 18:52,"The 2 #CNNDebate themes:
1. Joe Biden is best prepared to deal with #coronavirus and lead on day one

2. Joe Biden… https://t.co/hslcmkYA0B",0,0,[],[],"['CNNDebate', 'coronavirus']",11307052.0,Mark Skidmore,CEO @AssembletheAgcy | Advisor @ForFreedoms @MedPilotCLE | Founding Partner @BPIMedia @PrecisionNet | Fan @Mets #LGM,,United States,Manhattan,en,"[-74.026675, 40.683935]",-74.026675,40.683935,the cnndebate themes joe biden is best prepared to deal with coronavirus and lead on day one joe biden,positive
1.24e+18,3/15/2020 18:51,"The #coronavirus crisis is real. For those in construction, property management, university, hospital, and other in… https://t.co/PV6egCb3qp",0,0,[],[],['coronavirus'],125666966.0,Daniel Lieber,"Content, Collaboration, and Communication evangelist with focus on Cloud and IoT technologies. Serial Entrepreneur. Very proud Dad and wordsmith.",,United States,Wakefield,en,"[-71.100033, 42.471654]",-71.100033,42.471654,the coronavirus crisis is real for those in construction property management university hospital and other in,positive
1.24e+18,3/15/2020 18:51,"Smile, my friends. We are all going to be ok. I hope this is the last time the mass media has this much control ove… https://t.co/Mo7ObIQXrU",1,1,[],[],[],314359171.0,Spencer Hughes,Radio host. Podcaster. Focusing on GOOD NEWS! Join my Hughes From The Heart Podcast. Help me spread good vibes daily. https://t.co/tl4cZphEkB,,United States,Silverdale,en,"[-122.777442, 47.631027]",-122.777442,47.631027,smile my friends we are all going to be ok i hope this is the last time the mass media has this much control ove,positive
1.24e+18,3/15/2020 18:50,"I love you all. Stay Safe ❤️

just made another grocery trip. basically everything was gone. I fell on the floor la… https://t.co/4EcAaTDZNH",6,0,[],[],[],261738103.0,Troy 🎒,Content Creator | @Twitch Affiliate 5.3K+ Followers | MFA in Acting #USC'20 | Inquires: itroywitherspoon@gmail.com | Youtube: FutureTroy,,United States,Los Angeles,en,"[-118.668404, 33.704538]",-118.668404,33.704538,i love you all stay safe just made another grocery trip basically everything was gone i fell on the floor la,positive
1.24e+18,3/15/2020 18:50,This is everything.  Perfect summation.  #coronavirus #COVID19 https://t.co/RJy65aIcqd,2,0,[],[],"['coronavirus', 'COVID19']",21494754.0,Seth Harp,"Entertaining the world with wit, logic, and perspective!",,United States,Florida,en,"[-87.634643, 24.396308]",-87.634643,24.396308,this is everything perfect summation coronavirus covid,positive
1.24e+18,3/15/2020 18:50,#BREAKING: @HawaiianAir temporarily suspending flights from Honolulu to Australia and New Zealand due to new govern… https://t.co/JpXzv8A1UJ,0,3,['Hawaiian Airlines'],[34720571],['BREAKING'],39166646.0,Tom George,TV Anchor / Reporter @KITV4 (ABC) | Hawaii via MD-GA-OKC-Vegas | @UofMaryland Alum,,United States,Honolulu,en,"[-157.950476, 21.254837]",-157.950476,21.254837,breaking temporarily suspending flights from honolulu to australia and new zealand due to new govern,positive
1.24e+18,3/15/2020 18:50,I am all about taking precautionary measures right now due to the #CoronaVirus but this is not CONTAGION meets BIRD… https://t.co/bs5s4M69j3,7,1,[],[],['CoronaVirus'],163540738.0,Marshall Weinbaum,Movies.,,United States,Burbank,en,"[-118.37032, 34.1426298]",-118.37032,34.1426298,i am all about taking precautionary measures right now due to the coronavirus but this is not contagion meets bird,positive
1.24e+18,3/15/2020 18:50,"AMC and Regal, reducing seating capacity in auditoriums by 50% leaving one empty seat between movie goers. But… https://t.co/JH5YqAUmBX",0,1,[],[],[],44408295.0,Matt Eastwood,"Musings on Tech, Business & more. Note, these tweets are mine and do not reflect my employer's opinions! Work: @IDC SVP Edge, Core, Cloud, Developers & Partners",,United States,Westborough,en,"[-71.677611, 42.226598]",-71.677611,42.226598,amc and regal reducing seating capacity in auditoriums by leaving one empty seat between movie goers but,negative
1.24e+18,3/15/2020 18:49,I wish my #bankaccount will grow like this #coronavirus numbers does 🤷🏽‍♂️🤦🏽 https://t.co/HAa247e7b0,0,0,[],[],"['bankaccount', 'coronavirus']",37340630.0,JOE JOE no last needed,89-96 own a record store called Up Town Music was on E.7 Mile & Outer Dr. grew up with #BigProof Family man & Lover of music and opportunity #bigproofforever,,United States,Clinton,en,"[-82.9732981, 42.539309]",-82.9732981,42.539309,i wish my bankaccount will grow like this coronavirus numbers does,neutral
1.24e+18,3/15/2020 18:49,Teaching #onlinecourses is WAY harder than most students are aware of. Since universities have switched to online i… https://t.co/ncvNJSfMdw,1,0,[],[],['onlinecourses'],7.55e+17,Morgan Ellese,PhD student @ Michigan State | Couple & Family Therapy | Violence & Trauma | Gender Studies | She/Her | TAMU ‘14 👍 Views expressed are my own.,,United States,Portland,en,"[-84.956047, 42.85546]",-84.956047,42.85546,teaching onlinecourses is way harder than most students are aware of since universities have switched to online i,positive
1.24e+18,3/15/2020 18:49,"Please consider donating to my friend, @dsmZach’s fundraiser #GrubForScrubs! He’s collecting money to buy @grubhub… https://t.co/uuBEpn5Rqj",1,1,"['Zach Steele', 'Grubhub']","[378207087, 15897147]",['GrubForScrubs'],1.16e+18,Mandy at Catch Des Moines,Des Moines native. Cycling novice trying to keep up on my cruiser. Fan of live music and petting dogs at the Downtown Farmers' Market. Comms & PR at #CATCHdsm,,United States,Des Moines,en,"[-93.709504, 41.501409]",-93.709504,41.501409,please consider donating to my friend s fundraiser grubforscrubs he s collecting money to buy,neutral
1.24e+18,3/15/2020 18:48,I’m beginning to think buying a treadmill a couple of years ago that has largely acted as more of a clothes rack is… https://t.co/EUbRmjjvQl,16,0,[],[],[],305652439.0,Coach McDonough,Director of Cross Country/Track & Field @ The University of Toledo,,United States,Ottawa Hills,en,"[-83.66668, 41.657196]",-83.66668,41.657196,i m beginning to think buying a treadmill a couple of years ago that has largely acted as more of a clothes rack is,positive
1.24e+18,3/15/2020 18:48,"So #Florida and #Ohio is up Tuesday to vote! Two huge swing states! Go ahead, prove me wrong and suspend the vote f… https://t.co/sPkuv5x84c",0,0,[],[],"['Florida', 'Ohio']",1613415001.0,Lucky13,My Tweets are my opinion! Retweets are for you to decide! #Sports #Politics #Food and #Funny! #BBN #MAGA #Cubs #KAG #GoBucs #Pasta #Cheese #13,,United States,Jeffersontown,en,"[-85.60709, 38.143069]",-85.60709,38.143069,so florida and ohio is up tuesday to vote two huge swing states go ahead prove me wrong and suspend the vote f,negative
1.24e+18,3/15/2020 18:48,When you need the #coronavirus to get its ass whipped?  Gimme a Hell Ya @steveaustinBSR https://t.co/FGUJjpvVrl,0,0,['Steve Austin'],[112915037],['coronavirus'],2945238172.0,The Rev Dude,"Podcast Host
ReverendVegan
Straight Edge
Aspiring Director",,United States,Merrimack,en,"[-71.589882, 42.790953]",-71.589882,42.790953,when you need the coronavirus to get its ass whipped gimme a hell ya,neutral
1.24e+18,3/15/2020 18:48,"Grandma been ready 👵 

#COVID19 #coronavirus #ToiletPaperPanic https://t.co/7PGB34khtI",13,0,[],[],"['COVID19', 'coronavirus', 'ToiletPaperPanic']",9.65e+17,"Ivan J. Santiago, PhD!","I just defended my neuroscience PhD and I’m looking for an exciting postdoc position (yay!) I’m interested in nervous system evolution, and glia (woohoo!).",,United States,Cambridge,en,"[-71.160356, 42.352429]",-71.160356,42.352429,grandma been ready covid coronavirus toiletpaperpanic,positive
1.24e+18,3/15/2020 18:48,Read the CDC Guidance regarding #coronavirus https://t.co/KvkvS74lf7,0,0,[],[],['coronavirus'],199252851.0,The Atlanta Voice,"Atlanta’s African American-owned and operated weekly newspaper, founded in 1966. Be Seen. Be Heard. Click our Many Link to see local Atlanta stories.",1.24e+18,United States,Atlanta,en,"[-84.576827, 33.6475029]",-84.576827,33.6475029,read the cdc guidance regarding coronavirus,neutral
1.24e+18,3/15/2020 18:47,Let’s call this #COVIDー19 #coronavirus what it really is: #WorldWar3 #WW3 and it is a fight every country must atta… https://t.co/7UMCiFqPdR,0,0,[],[],"['COVIDー19', 'coronavirus', 'WorldWar3', 'WW3']",1.1e+18,"PNWRS - Josh Estes, SHRM-CP","Human Resources & Govt. Affairs Professional, Student, Operating Engineer, Childhood Cancer Dad & Advocate, Husband & Father of 2. Opinions are solely my own!",,United States,Seattle,en,"[-122.436232, 47.4953154]",-122.436232,47.4953154,let s call this covid coronavirus what it really is worldwar ww and it is a fight every country must atta,positive
1.24e+18,3/15/2020 18:47,RUBIO urges Small Business Administration “to approve the @GovRonDeSantis’s request in order to provide access to t… https://t.co/KVcdTKDx1v,0,1,['Ron DeSantis'],[1058807868],[],138609858.0,dan holler,husband and father. lifelong marylander. deputy chief for @marcorubio. @heritage_action alum. (views are own),,United States,Maryland,en,"[-79.487651, 37.886607]",-79.487651,37.886607,rubio urges small business administration to approve the s request in order to provide access to t,negative
1.24e+18,3/15/2020 18:47,"Wash Your Hands!
Draw this in your style originally @katillustration 
Erik Lervold 
2020

I decided to go with my o… https://t.co/R57X37poGV",0,0,['kathudsonart- WonderCon D32 💖✨💖'],[1015917067],[],1.11e+18,"Erik Lervold, Baybay!","Illustrator and Comic Artist, instagram erik_lervold",,United States,St Paul,en,"[-93.207783, 44.8907521]",-93.207783,44.8907521,wash your hands draw this in your style originally erik lervold i decided to go with my o,positive
1.24e+18,3/15/2020 18:47,So fitting that this generation’s 9/11 consists of watching Netflix and ordering things from Amazon.… https://t.co/e0afAkkpdm,0,0,[],[],[],1.1e+18,Nick Daisy,Catchphrases: “Great American” and “This country is doomed.”,,United States,Arlington,en,"[-77.172219, 38.827378]",-77.172219,38.827378,so fitting that this generation s consists of watching netflix and ordering things from amazon,positive
1.24e+18,3/15/2020 18:47,How Yall Look Buyin Up All The Tissue 😂😒 #Coronavirus #MsMastaFoXX #CosmicFam https://t.co/3TcD1nWxkM,0,0,[],[],"['Coronavirus', 'MsMastaFoXX', 'CosmicFam']",1471098570.0,MsMastaFoXX5.0 👽🖖🏼🌋🌊💜🕉Cosmic Queen👑,"Creator|Broadcaster
https://t.co/KjVqOeEdWa ॐChakras
https://t.co/oeMrioYTEE #CosmicFam Liveme10K|Younow18KFans2MillV @DrMastaFoXX @Cre8DontH8 @UniversalTeaTho",,United States,Los Angeles,en,"[-118.668404, 33.704538]",-118.668404,33.704538,how yall look buyin up all the tissue coronavirus msmastafoxx cosmicfam,neutral
1.24e+18,3/15/2020 18:47,The @CDCgov Said Gatherings Of More Than 50 People Should Be Canceled Because Of The #coronavirus #StayTheFHome https://t.co/ESonr1v7Ed,0,0,['CDC'],[146569971],"['coronavirus', 'StayTheFHome']",1.21e+18,Lboogie305,"Sober Lifer, @TeachersCollege & @uflorida 👩🏾‍🎓, Former Professor,  Educator, Podcast Host
Aspiring #Screenwriter,  @smule 🎤👩🏾‍🎤
#ReclaimingMyTime in 2020",,United States,Lakes by the Bay,en,"[-80.356705, 25.5577606]",-80.356705,25.5577606,the said gatherings of more than people should be canceled because of the coronavirus staythefhome,positive
1.24e+18,3/15/2020 18:47,Effective tomorrow Honduras has suspended all flights for at least a week. #coronapocolypse #coronavirus #COVID19… https://t.co/sE6DEB8MBC,0,0,[],[],"['coronapocolypse', 'coronavirus', 'COVID19']",860210994.0,alanb318,Go Buckeyes!,,United States,Winter Garden,en,"[-81.625844, 28.49675]",-81.625844,28.49675,effective tomorrow honduras has suspended all flights for at least a week coronapocolypse coronavirus covid,positive
1.24e+18,3/15/2020 18:46,Freakin’ bats! #coronavirus @KatieAva3 @Target #freakinbats #halloween #Quarantine https://t.co/pNo2KIf3td,0,0,"['Katie Ryan', 'Target']","[2292813936, 89084561]","['coronavirus', 'freakinbats', 'halloween', 'Quarantine']",39193966.0,Wy Mac,God first 🙏  Recording Artist 💽  Opened 4⃣ WESTLIFE  Betsey Babe 💋 YouTube Blogger 📹  HMUA 💅💇💄🏆  #VegasBorn #VegasStrong,,United States,Las Vegas,en,"[-115.384091, 36.129459]",-115.384091,36.129459,freakin bats coronavirus freakinbats halloween quarantine,neutral
1.24e+18,3/15/2020 18:46,I am taking appointment so make your desires know... #StayHome #COVIDー19 #coronavirus #saferfetishpractice… https://t.co/n9AxeakJDy,3,0,[],[],"['StayHome', 'COVIDー19', 'coronavirus', 'saferfetishpractice']",39957809.0,"Mistress Amazon Goddess, MsMadyson A. DeLaRough","DomConLA '19 MoC, Producer, Sensually Sadistic, ProDomina & Fetish Model. Book sessions with Me at https://t.co/WZIHD2lWpq ~ 323-389-7246 ~ https://t.co/YFByCvgayF",,United States,Tucson,en,"[-111.083219, 32.057802]",-111.083219,32.057802,i am taking appointment so make your desires know stayhome covid coronavirus saferfetishpractice,neutral
1.24e+18,3/15/2020 18:46,"Ok is there someone else running for President or is this our 3 choices?
#COVID19 #coronavirus #DemocraticDebate",8,1,[],[],"['COVID19', 'coronavirus', 'DemocraticDebate']",229144006.0,CHAD BENSON,Common Sense Talker with edgy and funny views who believes that we have gotten away from what made this country the greatest ever.,,United States,Arizona City,en,"[-111.705005, 32.73044]",-111.705005,32.73044,ok is there someone else running for president or is this our choices covid coronavirus democraticdebate,negative
1.24e+18,3/15/2020 18:46,Sen. Lindsey Graham #coronavirus update. #scnews @WJBF. https://t.co/JspnKdMRlY,3,1,['WJBF'],[14589088],"['coronavirus', 'scnews']",133496245.0,Shawn Cabbagestalk,God's masterpiece ✊🏽| Anchor @WJBF #weekendGMA | Aiken Bureau Chief | Counting my blessings & chasing the dream everyday | Past: @WCBD @LowcountryCW,,United States,North Augusta,en,"[-82.005594, 33.477561]",-82.005594,33.477561,sen lindsey graham coronavirus update scnews,neutral
1.24e+18,3/15/2020 18:46,The @xfl2020 &amp; particularly @XFLDefenders have had 0 communication with season ticket holders about season cancella… https://t.co/kbHVqBwNVo,0,0,"['XFL', 'DC Defenders']","[955829659027099648, 1045411559495819265]",[],15436488.0,Chris Rotella,"From NY to DC, long enough now to be called a local. Traveling, Cooking, & Theatre. Concerned about our fiscal future, #FixtheDebt. GWU Alum",,United States,Washington,en,"[-77.119401, 38.801826]",-77.119401,38.801826,the particularly have had communication with season ticket holders about season cancella,positive
1.24e+18,3/15/2020 18:46,"#BREAKING Gov @TomWolfPA orders all restaurants and bars that have dine in service in Bucks, Allegheny,Chester.Delc… https://t.co/34T1sxY3lG",4,10,['Tom Wolf'],[1321432124],['BREAKING'],353869240.0,Joshua Crompton,"Assignment Editor KYW-TV,CBS 3 Philadelphia,PA, Stroke Survivor,US Army Iraq War Veteran. Freemason,Sober,RTs NOT endorsements. NY Giants/Yankees fan,DE native",,United States,Philadelphia,en,"[-75.280284, 39.871811]",-75.280284,39.871811,breaking gov orders all restaurants and bars that have dine in service in bucks allegheny chester delc,neutral
1.24e+18,3/15/2020 18:45,Also I’m thinking of food trucks. They’re probably getting hit hard by all of this. I’m just worried about all the… https://t.co/6AOZhEkn6T,1,0,[],[],[],7234222.0,Gieson Cacho,Video game columnist for @mercnews @eastbaytimes. Beer + wine aficionado. Roasts his own coffee. Tweets breaking news. Edits video.,,United States,Berkeley,en,"[-122.324818, 37.8459532]",-122.324818,37.8459532,also i m thinking of food trucks they re probably getting hit hard by all of this i m just worried about all the,negative
1.24e+18,3/15/2020 18:45,"How #Texas survives the #covid19 and #socialdistancing 

Lol! 🍷🥂

#vino #wine #covid19sat #coronavirus #sanantonio https://t.co/kYKErvDdOB",0,0,[],[],"['Texas', 'covid19', 'socialdistancing', 'vino', 'wine', 'covid19sat', 'coronavirus', 'sanantonio']",1978951525.0,Ben Acovio III,"Owner of Take A Shot Online in San Antonio, Texas.
Now that I've faced my toughest critics on Facebook it's time to conquer the #TrendingWorld",,United States,San Antonio,en,"[-98.778559, 29.141956]",-98.778559,29.141956,how texas survives the covid and socialdistancing lol vino wine covid sat coronavirus sanantonio,positive
1.24e+18,3/15/2020 18:45,✔Went shopping. I think I'm ready for self quarantine now. Did I miss anything? ✔🤔 #CloseTheSchools #coronavirus… https://t.co/SY9JX9BfYQ,0,0,[],[],"['CloseTheSchools', 'coronavirus']",1.15e+18,Johnny's Take and Bake Pizza,Johnny's Take and Bake is a Pizza Shop in Tehachapi Ca. One Slice will change your Life 🍕🧡,,United States,Golden Hills,en,"[-118.521539, 35.116905]",-118.521539,35.116905,went shopping i think i m ready for self quarantine now did i miss anything closetheschools coronavirus,negative
1.24e+18,3/15/2020 18:45,With all this talk of #coronavirus #COVIDー19 I’ve been having this desire to write a pandemic novel about a disease… https://t.co/eT05lzO5hw,0,0,[],[],"['coronavirus', 'COVIDー19']",1.23e+18,Chris Schachern,actor/writer/constant reader/artist. When I’m all by myself I’m the most social guy in the world,,United States,San Francisco,en,"[-122.514926, 37.708075]",-122.514926,37.708075,with all this talk of coronavirus covid i ve been having this desire to write a pandemic novel about a disease,neutral
1.24e+18,3/15/2020 18:45,MGM Resorts and Wynn Resorts announced Sunday their properties in Las Vegas would temporarily close as part of an e… https://t.co/QtU4grc2Yr,10,8,[],[],[],3274903166.0,Tamana Wardak,"Digital Marketing Strategist, Bookworm, & Proud Daughter of an Afghan Patriot.",,United States,Los Angeles,en,"[-118.668404, 33.704538]",-118.668404,33.704538,mgm resorts and wynn resorts announced sunday their properties in las vegas would temporarily close as part of an e,neutral
