tweet_id,date,text,favorite_count,retweet_count,at_mentions,at_mentions_id,hashtags,user_id,user_name,user_profile,in_reply_to_tweet_id,country,place,lang,coordinates,latitude,longitude,tidy_text,heat,tone
1239345865304800000.00,3/15/20 17:20,"Posted withregram • @MonicaRamey Quigley, Lena, Sonny and Grover have all banned together to ask you to wash your h… https://t.co/vNrCRNtIKM",1,1,['Monica Ramey'],[19053641],[],491754698,Beegie Adair,Official Account. Jazz Pianist/RecordingArtist/Songwriter/ Working Musician/Steinway Artist. Personal and Pro posts are tweeted here. #queenb #beegieadair,,United States,Franklin,en,"[-86.935419, 35.85036]",-86.94,35.85,posted withregram • monicaramey quigley lena sonny and grover have all banned together to ask you to wash your h  httpstcovnrcrntikm,2,neutral
1239345823852470000.00,3/15/20 17:20,Tonight’s #DemDebate kicks of with questions about COVID 19 #coronavirus Neither mentioned steps we must take to su… https://t.co/PevAHEtQw6,4,6,[],[],"['DemDebate', 'coronavirus']",296534058,Khalilah M. Harris,Mom ★ #Blerd ★ #Educolor ★ @BarackObama admin alum ★ Managing Dir @amprog with the K-12 @EdProgress team ★ Senior fellow @mdeconomy ★ Musings mine alone... 💖💚,,United States,Baltimore,en,"[-76.7115205, 39.197211]",-76.71,39.20,tonight s demdebate kicks of with questions about covid   coronavirus neither mentioned steps we must take to su   ,10,neutral
1239345817347070000.00,3/15/20 17:20,"BREAKING, @Imm_Judges_NAIJ, along with @AILANational and the union representing the ICE trial attorneys, jointly ca… https://t.co/R06t0XQkBp",1,0,"['Immigration Judges (NAIJ)', 'AILA']","[1222524086041169921, 18802261]",[],1455202933,Powers Law Group PC,"Powers Law Group, P.C. is an #immigration #law firm focused 100% on US Immigration and Nationality law serving the community with offices in #Houston #TX.",,United States,Houston,en,"[-95.823268, 29.522325]",-95.82,29.52,breaking immjudgesnaij along with ailanational and the union representing the ice trial attorneys jointly ca   ,1,neutral
1239345799793970000.00,3/15/20 17:20,@greenfield64 The new normal. Get your masses in gear. @CDCGlobal @CDCemergency #coronavirus #CoronaVirusUpdates,0,0,"['Jeff Greenfield', 'CDC Global Health', 'CDC Emergency']","[262223982, 357648167, 19658936]","['coronavirus', 'CoronaVirusUpdates']",15530713,Marty Davis,"TV news critic, media, talk radio, political analysis. Network radio/TV news anchor. M.A. journalism.",1.24E+18,United States,Mount Pleasant,en,"[-79.922434, 32.766578]",-79.92,32.77,  the new normal get your masses in gear cdcglobal cdcemergency coronavirus coronavirusupdates,0,positive
1239345781234110000.00,3/15/20 17:20,The world feels surreal to me. #DemDebate #coronavirus,2,1,[],[],"['DemDebate', 'coronavirus']",24064661,Dancer Maryg,Dancing through life... I'm a world traveler creating my reality and it's good. #Danceteacher #Choreographer #coach #philly,,United States,Philadelphia,en,"[-75.280284, 39.871811]",-75.28,39.87,the world feels surreal to me demdebate coronavirus,3,positive
1239345733972700000.00,3/15/20 17:20,Hey!!!! Hola!!!! TONIGHT at 9pm we are inviting you all to our house! We will be performing LIVE via YouTube from a… https://t.co/hEhYPdflaW,1,0,[],[],[],7.91427E+17,Sweet Lizzy Project,NEW SINGLE OUT!!! NEW ALBUM TECHNICOLOR ON PRE-ORDER 👉 https://t.co/YuZdmSp6W6,,United States,Nashville,en,"[-87.022482, 35.9945681]",-87.02,35.99,hey hola tonight at   we are inviting you all to our house we will be performing live via youtube from a  httpstcohehypdflaw,1,positive
1239345636232790000.00,3/15/20 17:20,@JoeBiden claiming that italy is the example that a  free public healthcare doesn’t  work against #coronavirus is a… https://t.co/WRJcJMtkMY,2,0,['Joe Biden (Text Join to 30330)'],[939091],['coronavirus'],2368974078,Silvia Vannutelli,"PhD Economics @BostonUniversity, currently visiting @ChicagoBooth, interested in Public Economics & Political Economy. Roman, passionate about Italian Politics.",,United States,Chicago,en,"[-87.940033, 41.644102]",-87.94,41.64,joebiden claiming that italy is the example that a  free public healthcare doesn t  work against coronavirus is a  httpstcowrjcjmtkmy,2,positive
1239345633758180000.00,3/15/20 17:19,"#Fortnite trolling back as usual. 
😂😂 I love these savages. 
(Not my pic) #coronavirus #toiletpaper https://t.co/lzC5wUQVoo",0,0,[],[],"['Fortnite', 'coronavirus', 'toiletpaper']",1909037598,Angelique Zachara,Behold A Pale Horse,,United States,Florida,en,"[-87.634643, 24.396308]",-87.63,24.40,fortnite trolling back as usual  😂😂 i love these savages  not my pic coronavirus toiletpaper  ,0,positive
1239345613654780000.00,3/15/20 17:19,"To all the reporters and photogs not working from home, going out to report on #coronavirus.. and still getting yel… https://t.co/kcmozzff6q",212,10,[],[],['coronavirus'],2447707855,Veronica Miracle,#NAME?,,United States,VONS,en,"[-118.3961465, 34.1445477]",-118.40,34.14,to all the reporters and photogs not working from home going out to report on coronavirus and still getting yel   ,222,neutral
1239345580989700000.00,3/15/20 17:19,Omg 😳 I am so done! #coronapocolypse #coronavirus #ToiletPaperPanic #ShutItDown #GenX https://t.co/JnwXg4NsUQ,0,0,[],[],"['coronapocolypse', 'coronavirus', 'ToiletPaperPanic', 'ShutItDown', 'GenX']",107444340,Jessica Berrocal,"In·ter·sec·tion·al·i·ty (in(t)ərsekSHəˈnalədē) Entrepreneur Latina Muslim. Raised by Sephardic Jewish Mom, and Christian Father.(R.I.P. Daddy)",,United States,North Bergen,en,"[-74.057043, 40.757384]",-74.06,40.76,omg 😳 i am so done coronapocolypse coronavirus toiletpaperpanic shutitdown genx  ,0,neutral
1239345564992630000.00,3/15/20 17:19,The CDC says to wash your hands for 20 seconds. It takes me about 30 seconds to pray the Lord’s Prayer. I’m going w… https://t.co/9DAdFUSC1Z,4,2,[],[],[],22332587,Barry McCarty,Professor of Preaching and Rhetoric at Southwestern Baptist Theological Seminary @swbts. SBC Parliamentarian. Cyclist. L’Etape du Tour Finisher. Fitness walker.,,United States,Arlington,en,"[-97.233811, 32.586565]",-97.23,32.59,the cdc says to wash your hands for   seconds it takes me about   seconds to pray the lord s prayer i m going w   ,6,neutral
1239345556725640000.00,3/15/20 17:19,"Quigley, Lena, Sonny and Grover have all banned together to ask you to wash your hands, take the #Coronavirus very… https://t.co/yWYkXTfFd0",0,0,[],[],['Coronavirus'],2886210118,Grover & Quigley Adair,"Grover & Quigley Adair - sons of #BeegieAdair. We’re cute, busy and love giving wet nose kisses. We celebrate all-things animals! ♥️🐾 #groverandquigs",,United States,Franklin,en,"[-86.935419, 35.85036]",-86.94,35.85,quigley lena sonny and grover have all banned together to ask you to wash your hands take the coronavirus very   ,0,positive
1239345552984280000.00,3/15/20 17:19,It is a serious issue that the only part of our government that is able to respond to this crisis is our military.… https://t.co/VHuR53lk7R,2,2,[],[],[],167499481,𝙼𝚒𝚔𝚎 𝙱𝚛𝚊𝚗𝚍,Genocide & mass atrocities prevention advocate. Into peacebuilding & human rights. Practical idealist. Purveyor of logic and rational thought. #genprev,,United States,Washington,en,"[-77.119401, 38.801826]",-77.12,38.80,it is a serious issue that the only part of our government that is able to respond to this crisis is our military   ,4,positive
1239345501339770000.00,3/15/20 17:19,"Whoa!? @JoeBiden wants to deploy the military on US soil because of the #coronavirus #DemocraticDebate

Excuse me?",0,0,['Joe Biden (Text Join to 30330)'],[939091],"['coronavirus', 'DemocraticDebate']",67384877,Bri Barnes,"Travelling the world, meeting new people, and taking photos of the things that I see. I'm a social scientist and a policy analyst. so I have a lot of opinions",,United States,Amherst,en,"[-72.5377835, 42.329754]",-72.54,42.33,whoa joebiden wants to deploy the military on us soil because of the coronavirus democraticdebate  excuse me,0,negative
1239345467571330000.00,3/15/20 17:19,Be prepared friends 🤞🏼💩 #coronavirus https://t.co/zyANguXJCt,0,0,[],[],['coronavirus'],166422925,🤷‍♂️,AUX CHORD HERO 👻pickyrittman,,United States,Paradise,en,"[-115.2092535, 35.984784]",-115.21,35.98,be prepared friends 🤞🏼💩 coronavirus httpstcozyanguxjct,0,neutral
1239345422352680000.00,3/15/20 17:19,This #thickishlydelicious episode of #porkchoppowerlifting is brought to you by #covid_19 #coronavirus. 665 in the… https://t.co/IFMwRCbdw1,0,0,[],[],"['thickishlydelicious', 'porkchoppowerlifting', 'covid_19', 'coronavirus']",993350035,Karl Kumm,"Father of 3, Husband , Teacher, Gym Junkie.",,United States,Norfolk,en,"[-76.334287, 36.820791]",-76.33,36.82,this thickishlydelicious episode of porkchoppowerlifting is brought to you by   coronavirus   in the   ,0,neutral
1239345385312670000.00,3/15/20 17:19,I hope if one good thing comes from #coronavirus it’s that the world reflects on what life really means and  realiz… https://t.co/SRGN5ggSgp,0,0,[],[],['coronavirus'],7.81156E+17,Adam,Learn to trade futures from a professional trader with a proven track record. JOIN FOR FREE!!  https://t.co/KlqrAnfVi1,,United States,Phoenix,en,"[-112.3239143, 33.29026]",-112.32,33.29,i hope if one good thing comes from coronavirus it s that the world reflects on what life really means and  realiz   ,0,positive
1239345316056510000.00,3/15/20 17:18,"Smart move, in our opinion. This kind of decisiveness is exactly what is needed right now.

#coronavirus #fedratecut https://t.co/edg6xLhtPn",1,1,[],[],"['coronavirus', 'fedratecut']",1.16033E+18,Crossland Investment Research,We're waging war on mediocre returns 📈,,United States,Fort Worth,en,"[-97.538285, 32.569477]",-97.54,32.57,smart move in our opinion this kind of decisiveness is exactly what is needed right now  coronavirus fedratecut  ,2,neutral
1239345259945110000.00,3/15/20 17:18,The nice family who runs my favorite Chinese place down the road has put this sign up in their business. It makes m… https://t.co/gdwh2HY7na,1,0,[],[],[],1.11928E+18,Dylan Newitt Allen,"INTJ / LGBT / Pronouns: he/his/him. 

- DNA",,United States,China & Tokyo,en,"[-78.6349282895342, 35.321737728674606]",-78.63,35.32,the nice family who runs my favorite chinese place down the road has put this sign up in their business it makes m   ,1,positive
1239345238646440000.00,3/15/20 17:18,"“Nobody had to pay for anything during this crisis.” ~ @JoeBiden  

Where do I send the receipt for reimbursement f… https://t.co/YAbvwDebgO",0,0,['Joe Biden (Text Join to 30330)'],[939091],[],39542537,Brad Stevens,Mr. @ashleysstevens. Father of 3 wonderful girls. Nebraskan by the grace of God.,,United States,Nebraska,en,"[-104.053515, 39.9997506]",-104.05,40.00, nobody had to pay for anything during this crisis   joebiden    where do i send the receipt for reimbursement f  httpstcoyabvwdebgo,0,neutral
1239345201803660000.00,3/15/20 17:18,#BreakingNews #US #CDC recommends halting gatherings of more than 50 people #COVID19 #coronavirus,0,0,[],[],"['BreakingNews', 'US', 'CDC', 'COVID19', 'coronavirus']",47721826,Ali Barada,,,United States,Manhattan,en,"[-74.026675, 40.683935]",-74.03,40.68,breakingnews us cdc recommends halting gatherings of more than   people   coronavirus,0,neutral
1239345187517840000.00,3/15/20 17:18,Just finished my 7-day cruise. What did I miss? #coronavirus,0,0,[],[],['coronavirus'],15972037,Daniel Moravec,"Crypto OG & Serial Entreprenuer. Founder: Bitcoin Mavericks, StreetSaw, Best Odds Corp. CEO: PlurLife, DrinkingGames. Former Poker Pro",,United States,Miami,en,"[-80.321683, 25.7090404]",-80.32,25.71,just finished my   cruise what did i miss coronavirus,0,neutral
1239345186385330000.00,3/15/20 17:18,@alexrstockwell @GregAbbott_TX @GovAbbott Or the 26 other governors who have closed schools statewide? Texas childr… https://t.co/X1mjOJh096,0,0,"['Alex Stockwell', 'Greg Abbott', 'Gov. Greg Abbott']","[308721967, 90651198, 19291441]",[],282827951,Kasey Chitmon,#LTXBand Director & #MusicEducator ♫ #LTXMB #AppleTeacher #MasterBuilder of Hashtags • My Twitter Profile was #MadeOnAMac ,1.24E+18,United States,Cinco Ranch,en,"[-95.8463667, 29.676113]",-95.85,29.68,alexrstockwell gregabbotttx govabbott or the   other governors who have closed schools statewide texas childr   ,0,negative
1239345183612950000.00,3/15/20 17:18,"Biden fearmongering now. Likening crisis to a war. 😡 Oversimplification. 

Bernie ☝️ out the links between… https://t.co/r1slVPo77v",1,0,[],[],[],1.05708E+18,phoenix leigh,"✏️ writer, puppeteer, producer. 🤖 relentless pun generator. 🌹 socialist. 🌈 they/them",,United States,Philadelphia,en,"[-75.280284, 39.871811]",-75.28,39.87,biden fearmongering now likening crisis to a war 😡 oversimplification   bernie ☝️ out the links between   ,1,neutral
1239345169356460000.00,3/15/20 17:18,"Biden says the #coronavirus is war. And in war you take care of your people as much as you can.

How about we take… https://t.co/xB37A8oNCB",0,0,[],[],['coronavirus'],1.07958E+18,My Gay Marriage,"The 🇺🇲 half of an 🇺🇲🇨🇭 gay couple living in the Midwest. Little quips from my everyday life about marriage, homeownership, progressivism & stupid people.",,United States,Kansas City,en,"[-94.733122, 38.868002]",-94.73,38.87,biden says the coronavirus is war and in war you take care of your people as much as you can  how about we take   ,0,positive
1239345125324660000.00,3/15/20 17:17,"#BREAKING: A third case of #Coronavirus #COVID19 is now confirmed in Sangamon County, this patient is from a differ… https://t.co/NrwvOgNjjd",0,0,[],[],"['BREAKING', 'Coronavirus', 'COVID19']",18501529,"Bryan Schuerman, M.Ed.",📺@wics_abc20 & @foxillinois Morning Meteorologist | Formerly @Local12 & @WBOY12News | ⛈ @NWAS Broadcast Seal Holder | ✏️ @schooldist186 Science Teacher,,United States,Springfield,en,"[-89.7731855, 39.673272]",-89.77,39.67,breaking a third case of coronavirus   is now confirmed in sangamon county this patient is from a differ  httpstconrwvognjjd,0,positive
1239345109830890000.00,3/15/20 17:17,#DemocraticDebate #coronavirus are both @JoeBiden and @BernieSanders running for Congress or  Presidency...they are… https://t.co/sBolfnlj0D,0,0,"['Joe Biden (Text Join to 30330)', 'Bernie Sanders']","[939091, 216776631]","['DemocraticDebate', 'coronavirus']",431951386,Blade Putter,"#navyveteran⚓, golf addict, consultant extraordinaire that does not know much about anything, but has learned that companies pay well for my knowledge! #GoBlue!",,United States,Rockwall,en,"[-96.495323, 32.864021]",-96.50,32.86,democraticdebate coronavirus are both joebiden and berniesanders running for congress or  presidencythey are   ,0,neutral
1239345109763780000.00,3/15/20 17:17,@AlexMillerNews @whpresscorps Get your masses in gear...#coronavirus,0,0,"['Alex Miller', 'WhiteHousePressCorps']","[228474571, 19416225]",['coronavirus'],15530713,Marty Davis,"TV news critic, media, talk radio, political analysis. Network radio/TV news anchor. M.A. journalism.",1.24E+18,United States,Mount Pleasant,en,"[-79.922434, 32.766578]",-79.92,32.77,alexmillernews whpresscorps get your masses in gearcoronavirus,0,neutral
1239345093787690000.00,3/15/20 17:17,Great retort by @JoeBiden talking about building on #Obamacare by offering a public option and making sure the nati… https://t.co/UHG3nSwaW4,218,73,['Joe Biden (Text Join to 30330)'],[939091],['Obamacare'],4900058284,Fernand R. Amandi,"6X life lotto winner: 1. Fernando & Teresita's 🇨🇺 son 2. Chenell's spouse 3. Roman & Luna's Daddy 4. Born in 🇺🇸 5. Owner, B&A 6. Host, #StrangeDaysPodcast",,United States,Miami,en,"[-80.321683, 25.7090404]",-80.32,25.71,great retort by joebiden talking about building on obamacare by offering a public option and making sure the nati   ,291,positive
1239345082811190000.00,3/15/20 17:17,@CDCgov can #COVID19 #coronavirus be transmitted via mosquitoes?,0,0,['CDC'],[146569971],"['COVID19', 'coronavirus']",9.62619E+17,Alejandro J. Pizarro,YouTube Channel: https://t.co/gWlYoRQwOx,,United States,Florida,en,"[-87.634643, 24.396308]",-87.63,24.40,cdcgov can   coronavirus be transmitted via mosquitoes,0,neutral
1239345032508940000.00,3/15/20 17:17,A little “not far from the truth” humor. #coronavirus #COVID19 #COVIDー19 https://t.co/7KL39w0mo9,0,0,[],[],"['coronavirus', 'COVID19', 'COVIDー19']",23390885,Nancy Boyett,"Massachusetts Girl In A Kentucky World🔸#COVID19updates 🔸Protect the weak, the frail, the old, the defenseless 🔸I pray for our global community 🔸",,United States,Henderson,en,"[-87.653839, 37.7969412]",-87.65,37.80,a little  not far from the truth  humor coronavirus      ,0,negative
1239344958626320000.00,3/15/20 17:17,Educate yourself. #coronavirus https://t.co/ffWNF000xg,0,0,[],[],['coronavirus'],2815545079,PowerCoupleLife,"Luxury Travelers. Gourmet Foodies. Full-Time Adventurers. Join us as we seek out unsurpassed luxury, epicurean adventures, & rejuvenating spas across the globe.",,United States,Pflugerville,en,"[-97.6646105, 30.420118]",-97.66,30.42,educate yourself coronavirus  ,0,neutral
1239344948245340000.00,3/15/20 17:17,"If anyone, including @HaddonSchools civics students, is curious about what our government is doing or planning to d… https://t.co/IYO69TD7P2",4,0,['Haddonfield Schools'],[2170769005],[],8.39456E+17,Johnathan Maxson,"Social Studies teacher at Haddonfield Middle School. 

""Education is the most powerful weapon which you can use to change the world.""",,United States,Haddonfield,en,"[-75.051452, 39.873035]",-75.05,39.87,if anyone including haddonschools civics students is curious about what our government is doing or planning to d   ,4,negative
1239344935582690000.00,3/15/20 17:17,"Quigley, Lena, Sonny and Grover have all banned together to ask you to wash your hands, take the #Coronavirus very… https://t.co/fC6tBiPKoQ",0,0,[],[],['Coronavirus'],19053641,Monica Ramey,Jazz Singer. Personal Rep to @BeegieAdair. https://t.co/6qznlb53kd / https://t.co/kHllTqKtYP / beegiefans@beegieadair.com / monica@monicaramey.com #queenb #keepswingin,,United States,Franklin,en,"[-86.935419, 35.85036]",-86.94,35.85,quigley lena sonny and grover have all banned together to ask you to wash your hands take the coronavirus very   ,0,positive
1239344909980530000.00,3/15/20 17:17,"Visited @WholeFoods IRL. Seems like we've finally merged the online and offline supply chain. 

#CoronaVirus https://t.co/9m5gbrsnMb",3,0,['Whole Foods Market'],[15131310],['CoronaVirus'],1186,Chris Messina,"Hashtag inventor, speaker, product designer, technologist. 
#1 Product Hunter! 🏆 
¶ Citizen of the web.",,United States,Whole Foods Market,en,"[-121.96133260201817, 37.76190142011981]",-121.96,37.76,visited wholefoods irl seems like weve finally merged the online and offline supply chain   coronavirus  ,3,neutral
1239344899540960000.00,3/15/20 17:17,"Thank you for your bravery in sharing your feelings. Following yesterday's post, your messages have been and contin… https://t.co/LvZG0gL604",11,3,[],[],[],56307652,Tasia Valenza,EMMY Winning VO Artist 💁🏻‍♀️🏆 TEDx Speaker 🎤 Executive Communication Specialist @givegreatvoice 🗣 Voice of #PoisonIvy #BatmanArkham #ShaakTi,,United States,Oregon,en,"[-124.703541, 41.991795]",-124.70,41.99,thank you for your bravery in sharing your feelings following yesterdays post your messages have been and contin   ,14,neutral
1239344896097590000.00,3/15/20 17:17,"When it comes to #coronavirus or any other important matters, either of these candidates, @JoeBiden or… https://t.co/qKAXfKFSi5",0,0,['Joe Biden (Text Join to 30330)'],[939091],['coronavirus'],173132035,Erica Mattison,Strategist. Communicator. Career Coach. Pro #sustainable cities. @massbike board chair. Opinions are my own. #SaferStreets #StreetsforPeople,,United States,Boston,en,"[-71.191421, 42.227797]",-71.19,42.23,when it comes to coronavirus or any other important matters either of these candidates joebiden or   ,0,positive
1239344892666450000.00,3/15/20 17:17,"Who you more afraid of 
Miss  Trunchbull
Or 
Mrs Rona 🦠 #COVIDー19  #coronavirus",1,0,[],[],"['COVIDー19', 'coronavirus']",45228715,🎂 February 25th,"i ❤️twerk #piscesgang ♓️ and I just keep it on all social media platforms #MermaidGang , self proclaimed TEASE 👻PrettyBoiWill92 📸prettyboiwill/PrettyBoiWill92",,United States,Stockton,en,"[-121.4168716, 37.883347]",-121.42,37.88,who you more afraid of  miss  trunchbull or  mrs rona 🦠    coronavirus,1,negative
1239344890405940000.00,3/15/20 17:17,"Use your platform to post responsibly, don’t throw gas on the fire of panic. 
#aShotOfBrandi… https://t.co/HFr8VhrEwQ",0,1,[],[],['aShotOfBrandi'],71529740,IG: MSBRANDIDAWSON,Your favorite #xennial • Influencer/Lifestyle Entrepreneur • Who’s Who in Black #Atlanta inductee• Disability awareness #bePositiveMedia #aShotOfBrandi #blogger,,United States,Marietta,en,"[-84.5968051, 33.895088]",-84.60,33.90,use your platform to post responsibly don t throw gas on the fire of panic  ashotofbrandi   ,1,positive
1239344889017640000.00,3/15/20 17:17,Be aware in the @CityofAtlanta #coronavirus #CancelEverything https://t.co/EWSSVSEgID,5,6,"['City of Atlanta, GA']",[21336038],"['coronavirus', 'CancelEverything']",145344704,Gerald A. Griggs,🎙💼Attorney & Activist • #justicefighter • 1VP @NAACPAtlanta • Past 3VP of @Georgia_NAACP• #AphiA 🤙🏾 • @EmoryUniversity Alum,,United States,Georgia,en,"[-85.605166, 30.355644]",-85.61,30.36,be aware in the cityofatlanta coronavirus canceleverything httpstcoewssvsegid,11,positive
1239344888132530000.00,3/15/20 17:17,"When you’re not supposed to touch your face, but this #DemocraticDebate on #coronavirus https://t.co/E1zoSIZLsI",3,0,[],[],"['DemocraticDebate', 'coronavirus']",64579241,Casey Reed 🏳️‍🌈,Host @CoopAndCasey @965TDY • S. Philly born+raised • TempleMade • Wife👭🏻 • Owner @LimeIightStudio • Mother of Creatures 🐶🐱🐰,,United States,Pennsylvania,en,"[-80.519851, 39.719801]",-80.52,39.72,when you re not supposed to touch your face but this democraticdebate on coronavirus  ,3,neutral
1239344866795990000.00,3/15/20 17:16,Making the most of #COVIDー19 #COVID19colorado #StayTheFHome #coronavirus https://t.co/iJ4uqlru6Q,1,0,[],[],"['COVIDー19', 'COVID19colorado', 'StayTheFHome', 'coronavirus']",632493229,Don’t tread on Mae 🐍💋,Hair & MUA | Hispanic #MAGAMama | anti-trafficking activist | serving teen moms in my community.,,United States,Colorado,en,"[-109.060257, 36.992427]",-109.06,36.99,making the most of     staythefhome coronavirus  ,1,positive
1239344841777130000.00,3/15/20 17:16,"Three phrases that I will forever associate with March 2020: 
1. Social distancing 
2. Flatten the curve 
3. Self quarantining 
#coronavirus",0,0,[],[],['coronavirus'],322176829,Juliann Sheldon,,,United States,Charlotte,en,"[-81.046876, 35.001706]",-81.05,35.00,three phrases that i will forever associate with march      social distancing    flatten the curve    self quarantining  coronavirus,0,positive
1239344800345850000.00,3/15/20 17:16,"Newest warning from the @CDCgov.
Unfortunately, this now effects @piratefestnc in @GreenvilleNC. This whole thing s… https://t.co/4Z52FbI7vD",6,0,"['CDC', 'PirateFest', 'City of Greenville, NC']","[146569971, 1236061530170503168, 36648252]",[],421303182,Troy D. - Pirate Radio,"Founder/Owner/Managing Partner of Pirate Media Group, LLC. Broadcast Personality, Entrepreneur, Father, Coach, Professional Pirate & wannabe Beach Bum.",,United States,North Carolina,en,"[-84.3219475, 33.752879]",-84.32,33.75,newest warning from the cdcgov unfortunately this now effects piratefestnc in greenvillenc this whole thing s   ,6,negative
1239344722998690000.00,3/15/20 17:16,"Buses waiting to transport kids again, stay safe and stay sanitized everyone! #washyourhands #coronavirus https://t.co/A3qWQj2mTx",0,0,[],[],"['washyourhands', 'coronavirus']",1.14905E+18,0312_Photography,"You’ll find pictures of people, buses, nature, and other random objects here. Please give credit if you repost! Enjoy! 📸📸",,United States,Garden City,en,"[-83.379378, 42.310149]",-83.38,42.31,buses waiting to transport kids again stay safe and stay sanitized everyone washyourhands coronavirus  ,0,positive
1239344711699210000.00,3/15/20 17:16,"""You must move first...virus will get you, if you don't move quickly"" #coronavirus #COVID19 https://t.co/CIpEujZ20K",0,0,[],[],"['coronavirus', 'COVID19']",7.68676E+17,Dean Kyne,Associate Professor of Sociology; Fulbright Scholar; Social Scientist; GIS Scientist; Editor-in-Chief of IJDREM; @UTRGV,,United States,McAllen,en,"[-98.2958236, 26.143437]",-98.30,26.14,you must move firstvirus will get you if you dont move quickly coronavirus    ,0,positive
1239344670737600000.00,3/15/20 17:16,Had to take a break from hearing about the #COVIDー19 #coronavirus,0,0,[],[],"['COVIDー19', 'coronavirus']",41494586,Jason Duncan,This is the official Jason Duncan account managed by Nicole Rose @BeAMusicVictor,1.24E+18,United States,Tennessee,en,"[-90.310298, 34.982924]",-90.31,34.98,had to take a break from hearing about the   coronavirus,0,neutral
1239344670012060000.00,3/15/20 17:16,"We can protect Texas prison inmates from #coronavirus, but won’t help the students of Texas whose school district r… https://t.co/zX44Y5GLBc",2,0,[],[],['coronavirus'],282827951,Kasey Chitmon,#LTXBand Director & #MusicEducator ♫ #LTXMB #AppleTeacher #MasterBuilder of Hashtags • My Twitter Profile was #MadeOnAMac ,,United States,Cinco Ranch,en,"[-95.8463667, 29.676113]",-95.85,29.68,we can protect texas prison inmates from coronavirus but won t help the students of texas whose school district r   ,2,neutral
1239344631147610000.00,3/15/20 17:16,"@joebiden #biden1988 #DemDebate 
South Korea - 11/12 beds/1000 people. They have handled #coronavirus well.

Italy… https://t.co/jIwKMzRMGH",1,1,['Joe Biden (Text Join to 30330)'],[939091],"['biden1988', 'DemDebate', 'coronavirus']",409693411,Anubis🌼🌼🖤☠️🖤🌼🌼 #OccupytheDNC #squad member🌹,#water #soil #geochemist #geology #scientist #environmentalengineer #socialworker #poet #nature #art #dsa #feminist #ERA #BLM #Hiking #NYC #Ohio #Maine #NOLA,,United States,Manhattan,en,"[-74.026675, 40.683935]",-74.03,40.68,joebiden   demdebate  south korea      people they have handled coronavirus well  italy  httpstcojiwkmzrmgh,2,neutral
1239344567423500000.00,3/15/20 17:15,Billionaires be the last to speak up about charity. We in a state of emergency and your favorite billionaire ain’t… https://t.co/YcEpKmiLde,1,1,[],[],[],265523983,TruthBeTold,"Critical thinker, Opinionated, Fair, Honest, Black Social & Political Thought examiner, Sports observer, Life reviewer",,United States,Augusta,en,"[-82.21201, 33.338854]",-82.21,33.34,billionaires be the last to speak up about charity we in a state of emergency and your favorite billionaire ain t  httpstcoycepkmilde,2,positive
1239344521760180000.00,3/15/20 17:15,"The way he says  “take it easy, just relax” makes me feel like I’m about to be sexually assaulted. 🤮
#coronavirus https://t.co/HwvypTxLa5",0,0,[],[],['coronavirus'],33570450,Mitzi Boozler,"When the last stream is poisoned, when the last fish is eaten, when the last breath of clean air is breathed- men will realize that they cannot eat money.",,United States,Atlanta,en,"[-84.576827, 33.6475029]",-84.58,33.65,the way he says   take it easy just relax  makes me feel like i m about to be sexually assaulted 🤮 coronavirus  ,0,positive
1239344439564340000.00,3/15/20 17:15,"Shame on you @CNN, when @realDonaldTrump is trying to unify the country during #CoronaVirus you are asking the… https://t.co/KPHqKPYYCL",0,0,"['CNN', 'Donald J. Trump']","[759251, 25073877]",['CoronaVirus'],369045455,brettkristi,Brett & Kristi Pearce PSE @ Lowe’s Tupelo,,United States,Saltillo,en,"[-88.721363, 34.3508892]",-88.72,34.35,shame on you cnn when realdonaldtrump is trying to unify the country during coronavirus you are asking the  httpstcokphqkpyycl,0,neutral
1239344436125050000.00,3/15/20 17:15,Waiting for all restaurants to close and Military check points to be set up. #COVID19 #coronapocolypse #coronavirus… https://t.co/rLOBf11vUW,0,0,[],[],"['COVID19', 'coronapocolypse', 'coronavirus']",32463740,MichaelBrian,"Chasing tornadoes thru a junkyard looking for a fully assembled,ready to fly 747.Admit nothing,Deny everything, and make counter accusations",,United States,Georgia,en,"[-85.605166, 30.355644]",-85.61,30.36,waiting for all restaurants to close and military check points to be set up   coronapocolypse coronavirus   ,0,negative
1239344381829620000.00,3/15/20 17:15,"Stay in, wash your hands, #SocialDistance, let’s get the hell through this. #Coronavirus #NYC @ New York, New York https://t.co/ubm95tB71f",0,0,[],[],"['SocialDistance', 'Coronavirus', 'NYC']",16244374,Anthony Fitzgerald,,,United States,Manhattan,en,"[-74.026675, 40.683935]",-74.03,40.68,stay in wash your hands socialdistance let s get the hell through this coronavirus nyc  new york new york  ,0,positive
1239344349244200000.00,3/15/20 17:14,Biden said healthcare should only be free during a crisis. What about the everyday crisis of people dying because t… https://t.co/WBZJEDpi3L,0,0,[],[],[],1.07958E+18,My Gay Marriage,"The 🇺🇲 half of an 🇺🇲🇨🇭 gay couple living in the Midwest. Little quips from my everyday life about marriage, homeownership, progressivism & stupid people.",,United States,Kansas City,en,"[-94.733122, 38.868002]",-94.73,38.87,biden said healthcare should only be free during a crisis what about the everyday crisis of people dying because t   ,0,negative
