Tweet,Sentiment
same situation with most public city employers and jobs all city employees are reporting to work and most have d,positive
my chairman once said that if you want applause go join the circus we will do our job we will get it done we wi,neutral
let s play a game while you re practicing social distancing like a smart responsible adult each day give yourse,positive
coronavirus gets cancelled after its homophobic and misogynistic tweets resurface,neutral
jared s company making money selling coronavirus tests yet we know why you turned down who tests,negative
it s interesting how government always finds the money to bail out wall street but never has the cash to benefit it,positive
if any other frontline worker families have advice or insights to share on how to keep calm healthy and sane durin,positive
you are the biggest pos covid trumpisanidiot coronavirus evil,negative
castrovalley unified will serve breakfast and lunch to students during its covid coronavirus closure,neutral
graphs that show the paths for the us italy and spain regarding the coronavirus looks like we are,neutral
costco in northridge california coronavirus costco shopping pandemic,neutral
coronavirus will lead to the coronials generation,neutral
i have a legit question has this flatten the curve approach to a epidemic ever been done before or is this a la,neutral
dereliction of duty is what l a mayor garcetti mentioned so true wasted precio,positive
thread scroll up covid covid coronavirusoutbreak coronavirususa coronavirusmassachusetts,neutral
coronavirus pandemic pandemicpreparedness haizlip world headquarters,neutral
and the democrats want medicare for all we are not equipped for what we are dealing with now,neutral
please do the same asap in utah the whole world is coming to moab right now from infected coronavirus,negative
i m beginning to think trump wants us all to get coronavirus,negative
you told americans that it goes away trump said alongside the leader of ireland it s going a,neutral
cdc says gatherings of over people should not be held for weeks cdc coronavirus,neutral
how are the coronavirus testing going and your k,neutral
years ago i did hours of chemotherapy weeks of radiation my immune lungs were compromi,neutral
disney has updated their closures for disney stores downtown disney disney springs disney world and vero beach r,neutral
repost from thegrilledchez covid coronavirus pandemic ewdavid schittscreek haizlip world headquarters,neutral
sanders referred to coronavirus as ebola he was irratating said nothing new rep,positive
for the sake of bartenders should pass an executive order that all restaurants can temporarily se,neutral
breaking mayor will close all restaurants bars and cafes in new york city they will be limited to,positive
lord prayer my will be done you have delivered up benjaminnetanyahu to us on a silver platter gone with the wi,neutral
coronavirus covid protection suggestion,neutral
will you follow ohio and lead us through this crisis what bold moves will you take to protect georgians f,negative
i wonder how work will be tomorrow with all this coronavirus and me recovering from my surgery but it will be a,neutral
san fran just shut down for weeks who s next stayhomechallenge quarantinelife workfromhome,negative
false misleading statements going to get someone killed i overheard an elderly woman say she s no,negative
in the rush to find resources for remote education in response to school closures during the coronavirus pandemic,negative
wtf donald highriskcovid coronavirusupdates stayhome,negative
thank you to for taking this bold and necessary step to keep our state safe coronavirus covid,positive
largecrowds waiting i line with people who have coronavirus is not doing it right more staff to move the line along,positive
hey pence washing your hands is a lot more of an effective way of not contracting coronavirus than kissing,positive
breaking today in an emergency meeting eureka city schools decided to temporarily close schools due to the coron,negative
thank you for some of the best information concerning covid coronavirus,positive
despite no games sportsxtra is jammed at pm explains how nba players are being tested,negative
the guardian trump offers large sums for exclusive access to coronavirus vaccine via,positive
close it close it all i am serious we absolutely need to shut this entire nation down now if people will not fo,negative
coronavirus is trump s waterloo,neutral
covid coronapocalypse coronavirus covid coronavirusupdates coronavirususa coronaviruspandemic kag,neutral
why aren t social distancing rules being enforced at factories in ohio where thousands and thousan,positive
hey you want to help be hero s in the public eye this kind of profiteering of other people s,negative
italy vs usa covid pandemic coronavirus coronavirusupdates,neutral
medical and biological quarantine is not far fetched coronavirus could just be a smoke screen we not privy to full disclosure,positive
now that the stock market is back up rt if you want to order that they close the stock market dur,neutral
makes a spur of the moment plan without any preparations in place no one should be s,neutral
can someone tell me how useful this vaccine will be when i still can t get a damn coronavirus covid,positive
this is incredible i love the hustle and willingness to go for it in times like this coronavictories community,positive
to tamp down the coronavirus traditional higher ed goes online,positive
the governor of oklahoma chose to impress right wing deniers rather than protect his children s health what does,negative
shit just got real in lexington folks they shut down the breweries coronavirus,negative
there s a yr old kid next door to me if i want an intelligent answe,positive
what the fuck goes on in that poor excuse for a brain the one that knows thebestwords and that mouth that is inc,negative
symptoms coronavirususa yay or nay,neutral
fry s at th st highland i was hoping things would be getting back to normal but apparently not quite yet,positive
coronavirus paranoia looms three people with coughs board flight to no disinfectant wipes on b,neutral
this coronavirus must be wrecking india like a muthufucka i haven t gotten a call about my extended car warranty,neutral
times square saturday night socialdistancing socialdistance coronavirus coronavirusnyc,neutral
nyc kids are off school through which means it s only a matter of time before i become this guy,neutral
i like how they list being tired and feeling cold as of the primary symptoms of the coronavirus lol that,positive
your leadership on this has been neither stable nor genius if we all die of starvation by the end,neutral
it s fine everything s fine coronavirus,positive
coronavirususa fashion face off passengers returning via o hare airport chicago il vs panama city beach fl,neutral
bernie is talking about systems that are and will continue to be broken if we don t addres them biden is focused,negative
how long are those dragon hoardes y all keep calling groceries going to last once you mfers get laid off of work an,negative
this reality is not fair to us fiction writers author coronavirussa coronavirususa,negative
i think this is the first time since wwii that americans have not only been asked to think of others but to behave,positive
so far both of my grandmothers in iran do not have coronavirus but i fear for my family s health everyday especi,negative
vice president pence as the president says and dr fauci articulated clearly he believes is not v,positive
continue to rest easy sylviabrowne if you were here in human form they wouldn t be laughing they d surely put,positive
as we sit at home presidential politics remains important lets pay attention to who d we want as the nation s lea,positive
thistooshallpass but before it does it s a perfect time to bingewatch highlights on youtube of my fav athlete,positive
if you re a business and decided to close and pay your employees during this time of uncertainty you have a custom,neutral
journalism in the time of coronavirus,neutral
pres donald trump tested negative for the coronavirus but reports say that he s been exposed to it,negative
the biggest coronavirus psa is this,neutral
trump has tried x to gut the since he became potus but was stopped by democrat lawmakers he let funding,neutral
come on list all nine super pacs has let s make this fucking interesting for us watching,positive
just spent over an hour on the phone with my mom i don t think in my lifetime i ve ever done that there is good t,positive
this how we continue march madness cornhole tourney coronavirususa covid ncaatournament,neutral
someone graciously posted this timeline of comments on coronavirus article on his level of,neutral
me rolling up to my pantry at am during wfh quarantine coronavirususa,neutral
sketch for seniors suffering from alzheimer s on behalf of coronavirus socialdistancing,neutral
expecting following tweet from any minute now coronavirus test came back negative the docters,negative
i wished you had the right words to encourage people to take this seriously many seem to think it,negative
coronavirus mood,neutral
once again nails it thank you coronavirus covid,neutral
brk whitehouse will start taking temperature of staff and reporters as they enter wh expect delay coronavirus covid,neutral
miami beach to announce closing of restaurants and bars only take out and delivery coronavirususa covid,neutral
day of self quarantine have realized this is like those times we did west pacs in the corps yup sucked as bad a,negative
we assume this recommendation of yours still applies visalia ca has confirmed,positive
breaking coronavirus updates nyc schools and theaters to close restaurants limited to delivery or take out,negative
the department of obgyn is cancelling all elective cases and making contingency plans so that all,neutral
americans are the healthiest people on earth when we choose to be glad you don t have the coronavirus eatmorevegetables,positive
america dnt own me akshun the best they g,positive
how can cdc recommend canceling or postponing events involving more than people for eight weeks and not include,positive
dear tweethearts like all of you your families friends this whole coronavirus has got me thinking all sorts o,positive
giving coronavirus update from white house now,neutral
apparently aspen has over cases supposedly australian tourists brought it coronavirus covid,positive
here are clear descriptions of the symptoms of the coronavirus from mild to severe via,positive
oh btw day of being unable to even get testing scheduled while i am self quarantined on my own,positive
you are such a liar that i don t believe you actually had the coronavirus test and if you did tha,neutral
please isolate this pandemic is real one of my know posted below coronavirus covid isolate,positive
dear can we get weed legalized in all states during this nationalemergency people nee,neutral
get your facts straight obama declared a public health emergency in april months before,positive
the most entertaining oregon meme ever in these strange times coronavirususa,positive
found toilet paper we d forgotten about in our storage unit today never felt so glad to see tp coronapocolypse,positive
protecting the safety of our guests and staff is our top priority in an abundance of caution we have made the dif,positive
with all the bars shutting down netflix and chill can officially be a first date coronavirus,positive
we are in a huge war against coronavirus however it is not our only war and we can t forget those who suffer fr,positive
quarantining like coronavirus,neutral
before coronavirus u were a big part of the conspiracy inflating jobs numbers faking a good economy and,positive
you are a tottering old fool who is fooling no one did you take the coronavirus test for real a,negative
this pisses me off as l undoubtedly be at work with many of these people on monday they are putting my life at ri,positive
nationaldayofprayer covid coronavirus graham covid shall we,neutral
ready to work and teach from home coronavirus,positive
ummm yeah when exactly will that testing occur trumptheworstpresidentever trump,negative
i just arrived back into selfquarantining from my genx walk to the pizza shop only one other customer sat al,negative
please add some good movies and tv series need something to watch while staying in coronavirusoutbreak coronavirus,positive
in a time of chaos be well alkaline love strength covid coronavirus naganagamem selflove,positive
rep katie porter secures promise from trump official that coronavirus t via,neutral
it s an invisible enemy this is bad in the sense that it is so contagious coronavirus,negative
i wish my bankaccount will grow like this coronavirus numbers does,neutral
ulrich new yorkers should p,positive
who believes took the test for the coronavirus it was negative not i he a,negative
many thanks to the administration for this compassionate waiver flapol,positive
wow this is crazy praying for everyone to get through this tremendous hardship coronavirus nyc,negative
ww nye our president looks pretty healthy to me for someone that is supposed to have coronavirus,positive
i was going stir crazy in the house so i walked to our local bookstore and bought s new book th,negative
wow if you are a supporter of mr trump you have no credibility left oops i used the word left,positive
thank you for your bravery in sharing your feelings following yesterday s post your messages have been and contin,neutral
the mainstream media has perpetrated the biggest panic on american people in my lifetime coronavirus seems tim,neutral
well this is troubling coronavirus,neutral
a lot has changed in hrs and we have too we have space that is spacious and clean uiowa iowacity,positive
did bernie just talk about ebola for two minutes thinking he was talking about covid coronavirus demdebate biden,neutral
like walking onto the set of an end times movie set or hurricane season on steroids craziness also of the,neutral
is afraid to get tested for coronavirus since his dna is requested in a rape case,negative
today on calarts campus provost tracie costantino and president ravirajan held a call in townhall with parents,neutral
this ain t the week to be trending coronavirus,neutral
this restaurant is empty more for me coronavirus,positive
you are the plague coronavirus coronavid,neutral
don t worry about getting tested no one else will ever figure out that you re the source your s,neutral
coronavirus got me,neutral
i m thankful that pacificuniversity is moving to online classes while keeping dorms and food service open for stud,neutral
this this this this coronapocolypse coronavirus,neutral
new york city limits restaurants and bars to takeout and delivery amid other coronavirus covid guidelines,positive
movie night contagion covid coronavirus,neutral
fact checking for anyone that needs the info,neutral
if after seeing s predictably inept unfit and lethally irresponsible response to the,negative
trump lied about google developing a national project to help fight the c,neutral
biden said healthcare should only be free during a crisis what about the everyday crisis of people dying because t,negative
fortnite trolling back as usual i love these savages not my pic coronavirus toiletpaper,positive
we know that s a lie as the test only works on humans coronavirusupdates coronavirususa,neutral
you re only bringing this up because you think we re distracted by coronavirus news you re wrong,negative
coronavirus million americans deaths of pop politicians are violating our constitu,neutral
nyc what about the packed subways and trains i hate to be coughed in front of my face newyork coronavirus subway trains,negative
i hope that s the coronavirus vaccine,neutral
considering that obama tested over m in america within month of the st us h n case and t,neutral
us surgeon general tells media to stop sniping at trump over coronavirus no more bickering or finger pointing,negative
can you do your god damn job coronapocolypse coronavirus coronavirusupdates,neutral
the last viewing of happily ever after is happening in minutes before the magic kingdom temporarily closes due t,positive
he is afraid of taking his job coronavirus covid,negative
you know the will always come through in the clutch coronavirususa,neutral
joined safehands challenge in losangeles covid usa coronavirususa corona healthforall koronavirusfi,neutral
wattba la californiacoronavirus covid coronavirus,neutral
no hugging coronavirus,neutral
the coronavirus is a way of mother nature telling us to fuck off and die coronavirus,negative
thanks to and the incompetent fawning cabal around him the us lost two,negative
google hangout to have a few beverages with friends to practice social distancing be safe my friends,positive
biden talk about healthcare and coronavirus covid at the demdebate like,neutral
see messed with the mexicans so bad that the spirit of selenaquintanilla sent the corona,negative
miami strongly implies is being irresponsible to not get coronavirus tested immed,positive
you are the reason for this epic failure trumpplague trumpistheworstpresidentever,negative
have you ever heard about smuggling of toilet paper yes it s happening in usa coronaoutbreak,negative
mr trump if you as president don t take responsibility for the lack of early attack on coro,positive
germany confirms trump admin tried to buy coronavirus vaccine only for the usa this should be a crime against hu,neutral
is a visionary he has foreseen the need for medicareforall before the coronavirus pandemic his,neutral
why are the only sensible responses to coronavirus coming from professional porn producers,negative
major relief for new york residents in the wake of coronavirus especially those struggling with lost wages or job,positive
if and were both diagnosed with coronavirus and quarantined in a room together which would,neutral
perhaps no one told you it s not an epidemic,neutral
money is fake print it and mail it to everyone so we can live during the pandemic you dumb fucks,negative
why aren t you yelling about this on every media outlet our healthcare providers are being thrust i,neutral
seriously what s that have to do with coronavirus and a nationalemergency,negative
vietnam is killing it with their coronavirus songs and dance to encourage prevention,neutral
amc and regal reducing seating capacity in auditoriums by leaving one empty seat between movie goers but,negative
families st coronavirus covid response aid package vote breakingnewsnow breaking news breakingnews,neutral
are they going to try shooting the coronavirus or what coronavirususa covid coronapocolypse,neutral
just days ago called the coronavirus a hoax justsaying,neutral
i really don t know what s going to happen it s watch see i really don t know what s coming but at the same time,positive
tampabaydowns racetrack will remainopen forlive racing but closestothepublic afterthat ofthe coronavirus,neutral
minutes before the pm curfew in puerto rico goes into effect eerily quiet in ocean park hope it helps to slow,negative
why d you lie about this today you let him coronavirus trumpistheworstpresidentever,neutral
staring out the window of the old mack truck thinking about how ghostly it feels today covid coronavirususa,positive
read the cdc guidance regarding coronavirus,neutral
just last week you the rnc and conservative media the claimed the cor,neutral
with all this talk of coronavirus covid i ve been having this desire to write a pandemic novel about a disease,neutral
here are screengrabs from two days that decided to comfort the ma,neutral
is it me or does sound a little horse today during his wh press briefing on coronavirus,positive
will be sharing updates from and the periodically on the covid virus pomona,neutral
i m so sick of all this coronavirus crap i just want my sports back is that too much to ask,negative
this is a real life coronavirus,positive
new cdc recommends that for the next weeks organizers whether groups or individuals cancel o,positive
understanding the coronavirus with dr adam nally covid coronapocolypse,neutral
president calling our nation to prayer one nation under god,neutral
schools businesses excluded but a big step in trying to combat coronavirus spread khou,neutral
it has never been easier to save lives stayathome covid coronavirususa coronavirusuk covid by,neutral
this is what genx does instead of hoard toilet paper latchkey latchkeykids coronavirus covid,negative
periodic reminder that trum cut funding to the cdc fired the pandemic response,neutral
i bought this ages ago to light in case of an emergency such as an earthquake i noticed it on a shelf and thought,positive
no racing on tv guess i ll have to improvise coronavirus rogers arkansas,neutral
i went on a two hour walk around the city today because track practice is cancelled and the wellness center and re,negative
i was wondering what book i should read to pass the time while coronapocolypse is in effect what about a book a,neutral
keep toilet paper great keeptoiletpapergreat toiletpapercrisis toiletpaper,negative
i am immunocompromised and my life counts highriskcovid please join us in putting a face to those who are vuln,neutral
and aids hiv virus this coronavirususa is minor,negative
this just in continues to be a f king moron covid covid coronavirus flattenthecurve,negative
wow they should probably like find a better way to get people through customs besides literally making sure every,positive
republican congressional members voted against the coronavirus rescue legislation why covid covid,neutral
president s solution to the current coronavirus pandemic inspired by america s prime minister of,neutral
it s so easy to pick out which travelblogger folks have their tweets on autopilot ill timed posts bragging about,negative
please note this price gauging this item should not be more than amazon pricegauging covid,positive
if there are mandatory quarantines how are people with chronic illnesses supposed to get out medications,negative
no baseball at least until mid may coronavirusupdates coronavirus socialdistancing selfquarantine,negative
in case you missed it catch up with the latest episode of coronavirus concern big breakfast burn and,positive
can you catch coronavirus from ass licking,neutral
he lied just like you did about the coronavirus being a democratic hoax,neutral
i m loving watching all these basketball games i missed all season there are so many hours in a day watching,positive
what the hell is this the redneck version of the rave in the cave from the matrix reloaded coronavirus,neutral
fuck you coronavirus and fuck all you hoarding ass weirdos,negative
passing the resolution can only be a good thing for working men women but it must be improved u,positive
lowkey not excited for this week quarantine period thanks coronavirus,positive
nevada dmv offices require appointments amid coronavirus concerns vegas coronavirus dmv,neutral
my mom worried about the coronavirus school districts all over the us we re cancelling class for the next two,neutral
what is clear traveling today people are confused about what to do coronavirus,negative
corona virus covid public awareness on a health crisis how to react covid coronavirus emergencymedicine,neutral
admittedly i am a little apprehensive about going out but i m happy i did i m supporting this small towns small business coronavirususa,positive
with all the coronavirus health scares i m working on creating safer access to drinking water i d,neutral
thank you for you leadership the proclaimation of the national day of prayer for the coronavirus pandemic and our nation,neutral
the coronavirus spores are found to be smaller th,neutral
consider this my vote of no confidence as the numbers of coronavirus cases an,neutral
in my community in missouri our health dept has been getting five tests to disperse a day trump,neutral
bad enough being lied to and even more frightening for him to reverse course trumppressconference,negative
please consider donating to my friend s fundraiser grubforscrubs he s collecting money to buy,neutral
you should believe in giving americans a mortgage holiday due to coronavirususa,negative
jl moa is closing but i haven t even gone to the lego store this month covid coronavirususa,neutral
thread covid covid coronavirususa coronavirus,neutral
how do you explain coronavirus to your kids this surely helped us wfh wfhtips workfromhome quarantine,negative
the moroninchief can still contract coronavirus think about that,neutral
taking a moment to breathe appreciate the beauty longisland has to offer i invite you to keepitpositive l,neutral
due to the recent events regarding the coronavirus we can only provide our guests with delivery carry out option,negative
tony scott jr is an nfl agent for elite loyalty sports inc some of their clients include jason peters delanie wa,neutral
watching vs game of the nba finals coronavirususa,negative
google trump coronavirus trump announced google s coronavirus test site that was news to google,neutral
white house releases statement that has tested negative for coronavirus,negative
staying fit and healthy is the best thing we can do for ourselves right now both kids and adults here are two of m,positive
but what cures coronavirus and it s fallout,neutral
despite the circumstances it feels like we have a rare opportunity right now to really grasp how connected the wor,negative
we re going to look back years from now and be like y all remember that one time literally everything was cance,neutral
hey why don t you start a hands across america for trump sounds like a good way,negative
coronavirus amazon suspends all warehouse shipments except medical supplies and high demand products convid,positive
proud gen xer here briarwood latchkey represent and i m keeping my sorry ass at home until coronavirus blows,positive
coronavirus trumpistheworstpresidentever caught lying at morn brief said tests fr who were bad drjosephfair,negative
if someone worse than trump could occupy the oval office it would be difficult to find that person dumptrump,negative
it s a very contagious virus it s incredible it s something we have tremendous control,positive
with growing coronavirus telecommuting makes wi fi network free expands unlimited data to all,positive
ima get mines by any means possible dm for pricing bouquet tp toiletpaper pandemic coronavirus,neutral
definitely no responsible handshaking going on wow coronavirus,neutral
thread covid covid coronavirus coronavirususa coronavirusoutbreak coronavirusupdates,neutral
when would this ever have been considered the right move at any point in time rt,negative
teamwork republicans voted against it the democrats are making the coronavirus relief bill,neutral
if y all make a vaccine for coronavirus can you refuse to send it to until,neutral
when bernie was asked what s st thing you would do as president to deal w coronavirus he said the st thing i,neutral
just yelled at my dog do you know how many dogs in this city don t know where their next meal is coming from eat,positive
these things don t seem unrelated coronavirususa grifterinchief trumpcrimefamily trumpviruscoverup,neutral
republicans who worship will get coronavirus at a higher rate than regular republicans democrats,positive
the coronavirus crisis is real for those in construction property management university hospital and other in,positive
nobody s more panicked right now about the coronavirus covid than mexican mothers lol,positive
bluesleep offers telemedicine sleep and ent consultations during the coronavirus period visit,positive
humans truestory coronavirus people today,neutral
hey donny boy why you declaring a national emergency i thought this whole corona virus thing,negative
was in a meeting today that featured a lot of self congratulations and back patting coronavirususa,neutral
genius using the and as drivethru locations for covid testing with,neutral
monday pm not my photo socialdistancing socialdistance coronavirus coronavirusnyc coronavirusnewyorkcity,neutral
anxiety is real and i love for creating these free resources to help you manage any an,positive
the scene in peru where the state of emergency just kicked in coronavirus,neutral
really with the country trying to get ahead of the coronavirus you fkn tweet about the stock ma,negative
watching twd no spoilers twdfamily stayinside staysafe washyourhands coronavirus staystrong,neutral
listen to the terminator covid coronavirusoutbreak coronavirususa,neutral
i m outraged by your partisan nonsense reckless endangerment of our democracy support for that failin,negative
staythefhome and watch this coronavirus,neutral
i don t take responsibility at all coronavirus coronavirusoutbreak testingfail nationalemergency,neutral
why are casinos still open close them down nevada coronavirus,negative
now i only have fomo when i m off twitter for more than minutes coronavirus covid,positive
wow watching minutes tonight was eye opening about the coronavirus and what s to come stay safe everyone,positive
love that this account is supposed to be about s accomplishments but all you can do,positive
we have cases of the coronavirus in iowa and they just shut down school for weeks,negative
s failure to respond to coronavirus didn t begin with his inability to sen,negative
nyc movie theaters ordered to close amid coronavirus pandemic,neutral
in the chicago area and need help covering rent especially during this difficult time contact,negative
coronavirususa if the cdc now recommends no public gatherings of more people shouldn t that include all air travel,negative
checking on the number of coronavirus cases in florida,neutral
i predict an unprecedented baby boom in december staythefhome coronavirussa flattenthecurve coronapocolypse coronavirus co,positive
fucking incompetence at it s finest trumpistheworstpresidentever coronavirususa trump,negative
coronavirususa unity prayfortheworld christians in this episode joe discusses the church meeting the needs of,neutral
italy viralvideo coronavirus how italy is fighting its coronavirus isolation with music,neutral
answering questions now after addressing the country regarding coronavirus stock market closes in,neutral
i always shit on for having an entire super market in his house but look who s laughing now he s the one winning coronavirus,positive
at last i finally unclogged the bathroom sink soooo what have you done to make the most of your time at home,negative
are u for real just because you don t have coronavirus does not mean the nation wants to hear or,negative
did he plan on spreading the virus coronavirus covid coronaviruspandemic,neutral
multiple providence restaurants are temporarily closing sunday big king owner james mark tells me despite,neutral
pdx rush hour am monday morning quarantinelife is real portland portlandor oregonpdx,positive
please shut down all mass transit shutdownnyc coronapocolypse coronavirus coronavirusnyc,negative
prada wanted to show you our view of the city of atlanta from our backyard at night be safe y all stay home if y,positive
ok short take lied he closed pandemic response team in dc and we,positive
after coronavirus crisis the world will not be the same we see as the best suited trust,positive
its about time coronavirus,neutral
the people know this you idiots why dont you do something,negative
umm anyone else just lose power in portland coronavirus,neutral
i dont wannadie from this coronavirus infection i really really do not want to die please h,negative
how come everybody grabbing toilet paper coronavirus won t cause runny noses just hard to breath so you don t nee,negative
this account of a coronavirus cluster in new jersey which is all young men years old should be a sobering re,positive
every person there should be quarantined florida should be cut off from any aid after their blat,neutral
just say the word with mortgage payment forgiveness here during this whole coronavirus crisis make mortgage compa,positive
shop steri fab gallon bottle disinfectant insecticide bargain coronavirus disinfectant cleaner antivirus,neutral
are you listening congress coronavirususa,neutral
quick show of hands if you d like to get an email update about covid from us quarantinelife,negative
there will be parents sacrificing weeks of pay to stay home with their kids yet some of these dufuses can t take,neutral
the coronavirus isn t as big as social media is making it to be the flu is more danger,positive
for those other moms that are home with kids the next month like me here is a great schedule to keep kids on track,positive
sign s letter to your u s senators urging them to take immediate action to pass legislation that prote,positive
were you one last night republicans voted no to the coronavirus emergency,neutral
ode to coronavirus covid west hollywood california,neutral
in this tissue and napkin shortage caused by the corona virus remember not all hero s wear capes,neutral
when she says i need a ride from the airport can you pick me up coronovirusupdate coronavirususa,neutral
didn t see this coming jackma china s richest man from alibaba joins twitter with first tweet about donating,positive
the correct spelling is coronavirus no capitalization same as flu pneumonia virus,neutral
supreme court of the united states postpones oral arguments for rest of march breakingnewsnow breaking news,neutral
the pandemic which my father age ten survived was totally different from the coronavirus the spanish flu,neutral
social distancing every introverts best friend coronavirusoutbreak coronavirusupdates coronavirususa coronoavirus ohio,positive
just to catch everyone up there arent enough icu hospital beds ventilators negative pressure rooms masks or gl,negative
sadly this must be done so figure on every event being canceled or postponed for the tim,negative
kingjesusrules and satandrools dear god has your god given authority to destroy covid in,negative
thank you mr president for all you do prayers for you your family and administration along with,neutral
here s a list of the us states and territories without any confirmed cases on covid coronavirus west virginia,positive
just declared the coronavirus a national emrrgency,neutral
sign petition prioritize the safety and health of all regardless of immigration status in coronavirus response,neutral
vp pence said more information will come out tomorrow about google s partnership with the white house regarding a c,positive
empty grocery shelves due to the coronavirus will be your everyday experience under socialism and or government run,negative
every intervention we try will be testing new waters and evaluation is critical to make sure that as we impose cos,positive
stuck extremely high risk of c,negative
comment below to be a part of the daily healing this week we can get through this together tag anyone you think,neutral
a deadly lack of leadership coronavirus covid incompetent canceltrump,negative
i keep my promises complete my curses remember who i am iam,positive
be aware in the coronavirus canceleverything,positive
can you find out why were being urged to stay out of gatherings of more than people but domestic,positive
like him or not has knocked it out of the park on the team he has brought together on this one coronavirus,neutral
live sport no fans but sport is gonna come back one pong paddle at a time fans coronavirus,positive
penthouse in las vegas for sale call for details tatiana moody simply vegas real estate,positive
look at it this way if there are only a small number of fatalities from covid then all this reaction has done,negative
had to take a break from hearing about the covid coronavirus,neutral
i just texted my brother you need to talk to your father about not going to the gym for a while i m officially,neutral
america is a health crisis demdebate medicareforall notmeus coronavirus,neutral
with no sports still paying for espn plus now would be a great time to release that bulls for early not,positive
ur handling of th coronavirus prooves beyond a shadow of a doubt you are unfit for office you re,neutral
news holy wow everything s fine socialdistancing nyc coronavirus new york new york,positive
i mean pubs like have given full access to their coronavirus articles which is why i pur,positive
drastic measures they are necessary but it won t be done a halt to the economy,neutral
then take my advice sydney don t watch tonight s propaganda machine s demo,negative
lied again during his rambling press conference again today he acted li,neutral
hope healtheworld coronavirus via,neutral
jesus dude and you re a politician no concept of history it s not called marshall law that was the,neutral
elopement is a smart way to practice social distancing socialdistancing stayhealthy elopement manhattan,positive
his description of the test sounds painful coronavirususa,negative
facts the obama administration tested million people for h n in the first month after the fir,positive
wow super informative coronavirus is our future alanna shaikh tedxsmu via,positive
breaking the centers for disease control cdc recommends that all gatherings of or more people be postponed o,positive
for someone who is so very afraid of anyone who is gay has sure been giving one hell of a blo,positive
would one be comfortable going to someone else s home for house church let s say people compared to being i,positive
just maybe during this time of quarentine the ish percent of you that still support will have,neutral
my allergies draining i think i m getting a little coronavirus paranoid,negative
travelban is hurting smallbusinesses hosting retail businesses not helping atall coronavirus t,neutral
great piece by at on coronavirus and libertarianism,positive
the washington post trump is breaking every rule in the cdc s page playbook for health crisis,negative
sign s letter to your u s senators urging them to take immediate action to pass legislation that prote,positive
and com thanks for keeping me company while driving i from to in my,positive
i hope these pictures end up in a textbook someday of what people did during the social distancing coronavirus,neutral
the disastrous us response to the coronavirus is what happens when you put a juvenile in charge of a grown ups job,negative
wow the line started to build hours before this testing site even opened up coronavirususa,positive
this is a great idea socialdistancingnow seniors coronavirus,positive
put the nationwide quarantine into play only way to get ahead of this coronavirususa stl,neutral
if you re on lockdown quarantined or under house arrest check out my show tune in to goonan episode m,negative
excellent report and yes it s imperative to take extreme measures right now before,positive
just once could you two update the american public without having to inject the circle jerk of self gratitude drop,neutral
you go and please make sure to shake hands with everyone you meet and then pick your nose,positive
yes i wanted the mayor to close nyc schools during this publichealthcrisis but i m stunned by the length of this c,neutral
is gonna be my year world war kobe bryant australian bush fires coronavirus,neutral
i like seeing hearing people say that they won t let fear from the coronavirus effect their life yeah a viru,neutral
these are my favorite stress and anxiety supplements what are some of your favorite supplements to maintain,positive
the coronavirususa coronavirusoutbreak is occurring on donald trump s watch,neutral
wow trump is an asshole not for sale anger in germany at report trump seeking exclusive coronavirus vaccine d,negative
this is also the criteria i was told here in oregon it s unacceptable that we re so underprepared kept from test,neutral
unfortunately america can t get tested yet unlike most other countries where coronav,negative
a deadly lack of leadership,negative
these idiots that run this country don t have any clue on how to fight this coronavirus shit they don t even have,negative
aria today how sad lasvegas aria coronavirus coronavirus covid,negative
wait cdc says because of coronavirus we need to lockdown and not congregate anywhere if there s more than peo,positive
coronavirus us cities close bars restaurants and cinemas coronavirus,neutral
this best sums up the worst case scenario of the coronavirus it is like a bad chain letter if you took a sing,negative
kinston lenoir county parks and recreation closing all facilities coronavirus lenoirco kinstonnc,neutral
it s literally the perfect virus boomers say the flu is worse kids don t get sick from it and young adults beli,negative
west virginia is the last state without a case of coronavirus someone cue up john denver westvirginia coronavirus covid,neutral
cant believe fast food wants to be open when everyone is on lockdown guess they want the virus to spread like wild,positive
it can t be clearer than this has a heart we ve missed that so very much coronavirus,positive
where s these free coronavirus scans jeff say i can get,negative
dems for pres a career commie who caucuses with the dems who s done nothing,neutral
i bet has been tested for covid more than once that germaphobe probably has a swap up his,positive
please people we underestimated what was going to happen few weeks ago and now we are facing the consequences,negative
your idiotic mendacity has ceased to be merely enraging now your lies will kill americans,negative
what s the rule on alimony and child support if your defense is social distancing asking for a friend coronapocolypse coronavirus,negative
you ve never strongly considered anything just get on with it you weak ass flynn kept his mo,negative
two years ago fired the pandemic response team current pandemic of coronavirus infections would,neutral
just in case you feel distracted by coronavirus dem debate the discussion turns to foreign policy,negative
i hope your offices are keeping an eye in the payday loan places those establishments ar,neutral
thank you for your leadership in coordinating a teleconference for communities of color there s still time,neutral
i hope everyone had their last hurrah if they went out this weekend st pattysday cuz from here on out,neutral
baruch hashem for technology and for groups like torahtrumpshate so that we all can keep connections,neutral
jack s follower count is growing faster than coronavirus,neutral
it is a serious issue that the only part of our government that is able to respond to this crisis is our military,positive
guess which shitbag media entity is pushing the hilary clinton emails story years on from the last election whil,neutral
all the baddies thought they was gone be outside spring break y all ass gone be inside covid,neutral
